interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,gender,census_region,hispanic,race,household_income,education,state,congress_district,age,vote_trump,vote_biden,education_level,income_level
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,Midwest,Not Hispanic,white,"$50,000 to $54,999",High school graduate,indiana,IN07,62,1,0,3,8
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Female,Midwest,Not Hispanic,white,"$30,000 to $34,999",Associate Degree,ohio,OH06,60,1,0,6,4
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,Midwest,Not Hispanic,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",michigan,MI10,35,1,0,7,18
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"$25,000 to $29,999",High school graduate,ohio,OH08,58,1,0,3,3
Some of the time,Registered,"Did not vote, but was eligible",Not sure,Joe Biden,Moderate,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$75,000 to $79,999",Other post high school vocational training,vermont,VT00,37,0,1,4,13
Some of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Donald Trump,Very Liberal,unemployed,Another country,Male,Northeast,Not Hispanic,white,"Less than $14,999",Completed some high school,new york,NY26,31,1,0,NA,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,West,Not Hispanic,white,"$50,000 to $54,999",Associate Degree,california,CA31,52,1,0,6,8
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,Midwest,Not Hispanic,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",ohio,OH04,51,1,0,7,18
Most of the time,Not registered,Hillary Clinton,"No, I will not vote but I am eligible",Joe Biden,Liberal,employed,The United States,Female,South,Mexican,"other race, nec","$55,000 to $59,999","College Degree (such as B.A., B.S.)",north carolina,NC08,36,0,1,7,9
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$25,000 to $29,999",High school graduate,indiana,IN01,69,0,1,3,3
Hardly at all,Registered,Donald Trump,"Yes, I will vote",I am not sure/don't know,Conservative,not in labor force,The United States,Male,South,Not Hispanic,white,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",texas,TX03,70,0,0,7,14
Hardly at all,Not registered,Was not eligible to vote,"No, I am not eligible to vote",I would not vote,Liberal,employed,The United States,Male,South,Not Hispanic,white,"$75,000 to $79,999",High school graduate,maryland,MD03,45,0,0,3,13
Some of the time,Registered,Gary Johnson,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Female,Midwest,Not Hispanic,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",illinois,IL05,27,0,1,7,19
Some of the time,Not registered,"Did not vote, but was eligible",Not sure,Donald Trump,Very Conservative,employed,The United States,Male,South,Not Hispanic,white,"$100,000 to $124,999",Completed some high school,tennessee,TN01,38,1,0,NA,18
Most of the time,Registered,Jill Stein,"Yes, I will vote",Joe Biden,Liberal,unemployed,The United States,Male,West,Not Hispanic,white,"$35,000 to $39,999",Associate Degree,washington,WA07,62,0,1,6,5
Most of the time,Registered,Was not eligible to vote,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,South,Mexican,black/african american/negro,"$15,000 to $19,999","Completed some college, but no degree",georgia,GA13,20,1,0,5,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,unemployed,The United States,Male,Midwest,Not Hispanic,black/african american/negro,"Less than $14,999","Completed some college, but no degree",illinois,IL01,61,0,1,5,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Female,West,Not Hispanic,white,"$80,000 to $84,999",High school graduate,washington,WA02,60,1,0,3,14
Some of the time,Registered,Was not eligible to vote,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,South,Other Hispanic,white,"$15,000 to $19,999",Masters degree,arkansas,AR03,26,0,1,9,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",new york,NY10,41,0,1,7,22
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Female,South,Not Hispanic,white,"$25,000 to $29,999","Completed some graduate, but no degree",maryland,MD02,73,0,1,8,3
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Female,Northeast,Not Hispanic,white,"$70,000 to $74,999",Masters degree,maine,ME01,34,0,1,9,12
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,South,Not Hispanic,white,"Less than $14,999",Completed some high school,tennessee,TN07,31,1,0,NA,0
Hardly at all,Not registered,Was not eligible to vote,"No, I will not vote but I am eligible",I would not vote,Not Sure,unemployed,The United States,Female,Midwest,Not Hispanic,white,"Less than $14,999",Completed some high school,michigan,MI13,21,0,0,NA,0
Some of the time,Registered,Hillary Clinton,"No, I am not eligible to vote",Joe Biden,Conservative,unemployed,The United States,Female,South,Not Hispanic,white,"$35,000 to $39,999","Completed some college, but no degree",florida,OH02,62,0,1,5,5
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,not in labor force,The United States,Female,South,Not Hispanic,white,"$25,000 to $29,999",High school graduate,maryland,MD01,65,1,0,3,3
Hardly at all,Not registered,Don't recall,Not sure,I would not vote,Not Sure,employed,The United States,Male,South,Not Hispanic,white,"Less than $14,999",Completed some high school,tennessee,TN03,41,0,0,NA,0
Some of the time,Registered,Gary Johnson,"Yes, I will vote",I am not sure/don't know,Moderate,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"$60,000 to $64,999","Completed some college, but no degree",ohio,OH04,72,0,0,5,10
Some of the time,Registered,Was not eligible to vote,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,Midwest,Not Hispanic,white,"$100,000 to $124,999",Associate Degree,michigan,MI08,35,0,1,6,18
Some of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Joe Biden,Liberal,unemployed,Another country,Female,Midwest,Not Hispanic,chinese,"$15,000 to $19,999",Doctorate degree,illinois,IL07,29,0,1,10,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,Northeast,Not Hispanic,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",new jersey,NJ01,62,0,1,7,20
Most of the time,Not registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"Less than $14,999",Other post high school vocational training,michigan,MI06,68,0,1,4,0
Some of the time,Don't know,"Did not vote, but was eligible",Not sure,Donald Trump,Moderate,employed,The United States,Male,Midwest,Not Hispanic,white,"$100,000 to $124,999",Other post high school vocational training,missouri,MO07,29,1,0,4,18
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Female,West,Not Hispanic,white,"Less than $14,999",Masters degree,washington,WA10,48,1,0,9,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Female,Northeast,Not Hispanic,white,"$175,000 to $199,999",Associate Degree,massachusetts,MA05,67,1,0,6,21
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Conservative,not in labor force,The United States,Female,Midwest,Not Hispanic,american indian or alaska native,"$75,000 to $79,999",High school graduate,ohio,OH12,59,0,1,3,13
Most of the time,Registered,Was not eligible to vote,"Yes, I will vote",I am not sure/don't know,Liberal,not in labor force,The United States,Male,West,Not Hispanic,black/african american/negro,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",nevada,NV03,20,0,0,7,4
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Female,South,Not Hispanic,black/african american/negro,"$35,000 to $39,999",High school graduate,alabama,AL05,33,0,1,3,5
Some of the time,Not registered,"Did not vote, but was eligible",Not sure,Donald Trump,Conservative,not in labor force,The United States,Female,South,Not Hispanic,white,"$35,000 to $39,999",Other post high school vocational training,south carolina,SC07,76,1,0,4,5
Only now and then,Not registered,Was not eligible to vote,"No, I will not vote but I am eligible",I am not sure/don't know,Moderate,employed,The United States,Male,South,Not Hispanic,black/african american/negro,"Less than $14,999",Completed some high school,florida,FL24,22,0,0,NA,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,Northeast,Not Hispanic,white,"$100,000 to $124,999",Masters degree,new york,,37,1,0,9,18
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Female,West,Not Hispanic,white,"$40,000 to $44,999","Completed some college, but no degree",arizona,AZ05,73,0,1,5,6
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Female,Midwest,Not Hispanic,white,"$75,000 to $79,999",Other post high school vocational training,wisconsin,WI06,34,0,1,4,13
Most of the time,Not registered,Hillary Clinton,Not sure,Joe Biden,Moderate,employed,The United States,Male,Midwest,Not Hispanic,american indian or alaska native,"$45,000 to $49,999","Completed some college, but no degree",indiana,IN07,38,0,1,5,7
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,Midwest,Not Hispanic,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",michigan,MI11,52,0,1,7,19
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,South,Not Hispanic,white,"$125,000 to $149,999",Masters degree,north carolina,NC13,49,1,0,9,19
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$20,000 to $24,999",Associate Degree,illinois,IL16,74,1,0,6,2
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,not in labor force,The United States,Female,South,Not Hispanic,white,"$20,000 to $24,999","Completed some college, but no degree",virginia,VA07,69,1,0,5,2
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,Northeast,Not Hispanic,white,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",vermont,VT00,62,0,1,7,10
Most of the time,Registered,Donald Trump,"Yes, I will vote",Someone else,Moderate,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$100,000 to $124,999","Completed some college, but no degree",illinois,IL16,74,0,0,5,18
Most of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Joe Biden,Liberal,employed,Another country,Female,South,Not Hispanic,white,"$40,000 to $44,999",High school graduate,texas,TX22,23,0,1,3,6
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,Another country,Male,West,Venezuelan,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",california,CA12,45,0,1,7,13
Some of the time,Registered,Donald Trump,"Yes, I will vote",I am not sure/don't know,Conservative,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$35,000 to $39,999",High school graduate,minnesota,MN06,67,0,0,3,5
Most of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Joe Biden,Liberal,not in labor force,The United States,Male,Midwest,Not Hispanic,other asian or pacific islander,"$125,000 to $149,999",High school graduate,illinois,IL14,18,0,1,3,19
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,South,Not Hispanic,black/african american/negro,"$25,000 to $29,999","Completed some college, but no degree",texas,TX20,36,0,1,5,3
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,not in labor force,The United States,Male,Northeast,Not Hispanic,white,"$50,000 to $54,999","Completed some college, but no degree",pennsylvania,PA15,56,1,0,5,8
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,employed,The United States,Male,West,Not Hispanic,white,"$80,000 to $84,999",Masters degree,california,CA42,45,1,0,9,14
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,West,Not Hispanic,white,"$45,000 to $49,999","Completed some college, but no degree",california,CA41,67,0,1,5,7
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,unemployed,The United States,Male,Midwest,Not Hispanic,white,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",minnesota,MN04,63,1,0,7,12
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Male,South,Not Hispanic,white,"$80,000 to $84,999",Masters degree,florida,FL09,57,0,1,9,14
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Male,South,Not Hispanic,white,"$150,000 to $174,999",Masters degree,virginia,VA05,40,0,1,9,20
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,South,Not Hispanic,white,"Less than $14,999","Completed some college, but no degree",texas,TX01,58,1,0,5,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Female,West,Mexican,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",california,CA39,61,0,1,7,18
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,South,Not Hispanic,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",south carolina,SC02,49,1,0,7,18
Some of the time,Don't know,Hillary Clinton,"Yes, I will vote",Joe Biden,Not Sure,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",minnesota,MN04,23,0,1,7,10
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Very Liberal,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"Less than $14,999",High school graduate,illinois,IL13,67,0,1,3,0
